HabHyg,Hip,Hab?,Display Name,Hyg,BayerFlamsteed,Gliese,BD,HD,HR,Proper Name,Spectral Class,Distance,Xg,Yg,Zg,AbsMag
627,27887,1,Hip 27887,19903,,,,40307,,,K3V,12.8,-0.2,-11.1,-6.5,6.629080598
628,41824,,GJ 2069,30802,,GJ 2069,,,,,M5Ve,12.8,-10,-4.7,6.5,11.35186454
629,59406,1,NN 3708,43712,,NN 3708,,,,,,12.8,3.3,-8.9,8.5,11.14436703
630,73695,,44 Boötis,53297,44 Boötis,Gl 575,,133640,5618,,G2V + G2V,12.8,1.2,6.8,10.7,4.661303322
631,80300,,Gl 620.1B,57774,,Gl 620.1B,,,,,DA,12.8,12.1,-4,1.6,10.4615863
632,85235,1,BD+67°1014,61332,,Gl 675,BD+67°1014,158633,6518,,K0V,12.8,-1.4,10.6,7,5.894367034
633,111313,1,BD+08°4887,80875,,Gl 863,BD+08°4887,,,,M0V:,12.8,2.4,9.4,-8.3,9.832420897
634,0,,GJ 1073,86156,,GJ 1073,,,-,,k,12.9,-12.4,3.5,-0.5,12.8737048
635,0,,Gl 194 B,86179,,Gl 194 B,,,-,,G0 III,12.9,-12.3,3.9,1,0.400616536
636,0,,Gl 401,86534,,Gl 401,,,-,,M1,12.9,-0.7,-10.6,7.4,10.47089747
637,0,,Gl 401 B,86535,,Gl 401 B,,,-,,DQ9,12.9,-0.7,-10.6,7.4,15.94089747
638,0,,Gl 428 B,86587,,Gl 428 B,,,-,,M0 Ve,12.9,5,-11.9,-0.1,7.748748876
639,0,,GJ 1214,86983,,GJ 1214,,,-,,m,12.9,10.6,5.2,5.2,14.1137048
640,0,,Gl 897,87427,,Gl 897,,,-,,M3.5 J,12.9,2.4,3.9,-12.1,10.39650851
641,0,,Gl 897 B,87428,,Gl 897 B,,,-,,,12.9,2.4,3.9,-12.1,10.84650851
642,24608,,Capella,17425,13 Alpha Aurigae,Gl 194,,34029,1708,Capella,M1: comp,12.9,-12.3,3.9,1,0.150616536
643,51459,,36 Ursae Majoris,38172,36 Ursae Majoris,Gl 395,,90839,4112,,F8V,12.9,-7.2,3.5,10.1,4.295456132
644,55691,1,Gl 428,41187,,Gl 428,,99279,,,K7V+...,12.9,5,-11.9,-0.1,6.948748876
645,58576,1,BD-09°3413,43166,,Gl 454,BD-09°3413,104304,4587,,K0IV,12.9,1.9,-8,10,4.99594806
646,80337,,Gl 620.1,57802,,Gl 620.1,,147513,6094,,G3/G5V,12.9,12.1,-4,1.6,4.841825607
647,95326,,Hip 95326,68912,,,,,,,,12.9,11.9,-0.2,-5,11.84238454
648,0,,NN 3106,85895,,NN 3106,,,-,,B5,13,-8.1,10.2,0.3,9.49397682
649,0,,NN 3131,85920,,NN 3131,,,-,,M3,13,-3.7,-1.1,-12.4,10.64245363
650,0,,NN 3224,86037,,NN 3224,,,-,,m+,13,-9.9,0.5,-8.4,14.13245363
651,0,,NN 3309,86149,,NN 3309,,,-,,M2.5,13,-12.6,1.5,-2.6,10.69245363
652,0,,GJ 1077,86191,,GJ 1077,,,-,,M1.5 V,13,3.9,-10.4,-6.8,11.3368061
653,0,,Gl 422,86573,,Gl 422,,,-,,m,13,4.5,-12.2,0.7,11.07397682
654,0,,NN 3981,86965,,NN 3981,,,-,,m,13,9.3,6.1,6.7,12.56245363
655,0,,NN 4368,87457,,NN 4368,,,-,,M1,13,-1.3,8.2,-10,10.93245363
656,25623,1,BD-03°1110,18162,,Gl 204,BD-03°1110,36003,,,K5V,13,-10.9,-5.4,-4.4,7.083299489
657,60444,,NN 3722,44439,,NN 3722,,,,,,13,-5.1,6.7,9.9,10.68273562
658,67090,,Gl 525,48888,,Gl 525,,,,,,13,3.5,-0.1,12.6,9.22397682
659,89211,1,Gl 707,64267,,Gl 707,,166348,,,K7V,13,12.5,-2.2,-2.6,7.807523871
660,91438,1,BD-21°5081,65936,,Gl 722,BD-21°5081,172051,6998,,G5V,13,12.6,2.8,-1.5,5.293017571
661,0,,Gl 195,86180,,Gl 195,,,-,,dM2,13.1,-12.5,3.9,1,9.61262269
662,0,,Gl 195 B,86181,,Gl 195 B,,,-,,M4 :,13.1,-12.5,3.9,1,13.11262269
663,0,,NN 3506,86371,,NN 3506,,,-,,M3,13.1,-9,5.9,7.5,11.07977486
664,0,,Gl 592,86876,,Gl 592,,,-,,M4,13.1,11,-1.5,7,12.11546679
665,4569,1,Gl 46,3197,,Gl 46,,,,,,13.1,-0.2,-0.3,-13.1,11.18319181
666,13218,1,Gl 114.1,9264,,Gl 114.1,,,,,M,13.1,0.1,-7.3,-10.8,10.13688745
667,19884,,Gl 167,13944,,Gl 167,,27274,,,K5V,13.1,-1.2,-9.3,-9.1,7.057171468
668,31862,1,NN 3403,23056,,NN 3403,,,,,K7V,13.1,-1.1,-11.9,-5.3,9.357455451
669,36915,1,NN 3452,26979,,NN 3452,,,,,M0,13.1,-11,3.4,6.2,10.70290727
670,67593,,Hip 67593,49232,,,,,,,,13.1,2.9,1.2,12.7,12.71977486
671,76832,,Gl 597,55428,,Gl 597,,,,,M4,13.1,-3.8,9.7,7.9,11.64029324
672,98698,1,BD+02°4076,71491,,Gl 775,BD+02°4076,190007,,,K4V,13.1,9.1,8.9,-3.2,6.871484005
673,106811,1,BD+27°4120,77650,,Gl 835,BD+27°4120,,,,,13.1,2.4,12.3,-4.1,9.286067081
674,115562,1,BD+57°2735,83826,,Gl 895,BD+57°2735,,,,M2,13.1,-4.8,12.2,-0.7,9.450629599
675,0,,NN 3036,85794,,NN 3036,,,-,,m,13.2,-6.3,11.2,-2.8,12.55406796
676,0,,GJ 1031,85855,,GJ 1031,,,-,,dM5,13.2,-0.5,-0.8,-13.1,12.82406796
677,0,,NN 3372 B,86221,,NN 3372 B,,,-,,m,13.2,-11.4,5.3,3.8,12.96406796
678,0,,GJ 1092,86264,,GJ 1092,,,-,,m,13.2,-12.7,0.3,3.5,13.15834603
679,0,,NN 3612,86524,,NN 3612,,,-,,k-m,13.2,-7.2,6.4,9.1,11.32260898
680,0,,Gl 425 B,86577,,Gl 425 B,,,-,,m,13.2,1.1,-10.4,8,10.40406796
681,0,,NN 3704,86631,,NN 3704,,,-,,M4,13.2,-5.6,7,9.6,12.47406796
682,0,,GJ 1180,86771,,GJ 1180,,,-,,,13.2,2.5,1.7,12.8,10.23406796
683,0,,NN 3817,86777,,NN 3817,,,-,,M3,13.2,4.8,-0.6,12.3,11.66406796
684,0,,NN 4044,87049,,NN 4044,,,-,,m,13.2,7.5,9.9,4.4,12.72406796
685,55454,,Gl 425,41029,,Gl 425,,98712,,,K4/K5V,13.2,1.1,-10.4,8,8.144067961
686,65011,,Gl 507,47459,,Gl 507,,,,,M0,13.2,0.1,2.3,13,8.91292478
687,90790,1,BD-18°4986,65442,,Gl 716,BD-18°4986,170657,,,K1V,13.2,12.8,3.2,-1,6.205766231
688,0,,NN 3001,85757,,NN 3001,,,-,,DC9,13.3,2.9,-0.2,-13,14.2810892
689,0,,Gl 164,86095,,Gl 164,,,-,,M3.5,13.3,-11.6,6.5,0.2,12.88397488
690,0,,GJ 1088,86238,,GJ 1088,,,-,,M3.5,13.3,-4,-11.4,-5.7,11.69530632
691,0,,NN 3423,86280,,NN 3423,,,-,,m,13.3,-12.7,-0.5,4,12.54530632
692,0,,Gl 319 C,86382,,Gl 319 C,,,-,,M3.5,13.3,-9.3,-7,6.5,11.16385819
693,0,,NN 3586,86492,,NN 3586,,,-,,k-m,13.3,-8,2.4,10.4,12.84530632
694,0,,NN 3900,86860,,NN 3900,,,-,,M3,13.3,10.6,-1.9,7.9,11.95530632
695,0,,NN 3971,86953,,NN 3971,,,-,,m,13.3,-1.7,10.5,8,15.0310892
696,0,,Gl 732,87096,,Gl 732,,,-,,sdG0,13.3,12.7,-0.5,-3.9,12.0810892
697,0,,Gl 732 B,87097,,Gl 732 B,,,-,,,13.3,12.7,-0.5,-3.9,15.3810892
698,0,,NN 4239,87311,,NN 4239,,,-,,dM5,13.3,5.5,8.4,-8.8,14.01530632
699,22263,,58 Eridani,15716,58 Eridani,Gl 177,,30495,1532,,G3V,13.3,-8.9,-6.3,-7.6,4.868199685
700,42748,,Gl 319,31528,,Gl 319,,,,,M0,13.3,-9.3,-7,6.5,9.073858186
701,66625,1,BD+46°1889,48576,,Gl 521,BD+46°1889,,,,M2,13.3,-0.8,4.7,12.4,9.617720539
702,0,,GJ 1012,85793,,GJ 1012,,,-,,M4,13.4,-1.4,4.6,-12.5,11.55950799
703,0,,Gl 742,87106,,Gl 742,,,-,,DXP5,13.4,-2.4,11.9,5.6,12.56950799
704,0,,Gl 767 B,87154,,Gl 767 B,,,-,,M2 :,13.4,5.1,12.3,0.8,10.47240909
705,0,,Gl 774,87171,,Gl 774,,,-,,m,13.4,9.9,-5.6,-7.1,10.71369414
706,0,,Gl 774 B,87172,,Gl 774 B,,,-,,m,13.4,9.9,-5.6,-7.1,12.18369414
707,8070,1,BD+63°229,5647,,Gl 69,BD+63°229,10436,,,K5V,13.4,-8.4,10.5,0.4,7.76932351
708,16711,1,Gl 146,11715,,Gl 146,,22496,,,K7V,13.4,-1.7,-8.1,-10.5,7.971249114
709,61094,1,BD+09°2636,44897,,Gl 471,BD+09°2636,,,,M0:,13.4,1.3,-4.1,12.7,9.063111895
710,71181,,Gl 556,51609,,Gl 556,,128165,,,K3V,13.4,-0.4,7.1,11.4,6.590781364
711,97292,1,BD+31°3767,70412,,Gl 767,BD+31°3767,331161,,,M1+...,13.4,5.1,12.3,0.8,9.522409088
712,107711,,NN 4224,78296,,NN 4224,,,,,M6,13.4,8.6,-0.1,-10.3,11.55844833
713,110443,1,GJ 1267,80283,,GJ 1267,,211970,,,K7V,13.4,7.7,-3.2,-10.5,8.428055985
714,0,,NN 3009,85766,,NN 3009,,,-,,M4,13.5,4.9,-5,-11.6,11.4161586
715,0,,Gl 130.1B,86024,,Gl 130.1B,,,-,,M2,13.5,-10.5,8.5,0.1,10.55465179
716,0,,Gl 354 B,86458,,Gl 354 B,,,-,,,13.5,-9.1,2.4,9.6,13.15055578
717,0,,Gl 427,86584,,Gl 427,,,-,,DA7,13.5,-3.4,-3.3,12.6,13.59201953
718,0,,NN 3709 B,86636,,NN 3709 B,,,-,,m,13.5,3.5,-9.4,9,11.9661586
719,7513,,50 Upsilon Andromedae,5246,50 Upsilon Andromedae,Gl 61,,9826,458,,F8V,13.5,-8.4,9.4,-4.8,3.44348229
720,15220,1,Gl 130.1,10693,,Gl 130.1,,,,,M2,13.5,-10.5,8.5,0.1,10.27465179
721,21818,,Gl 174,15388,,Gl 174,,29697,,,K3V,13.5,-12.9,0.4,-3.8,7.349970001
722,46769,1,BD+36°1970,34670,,Gl 353,BD+36°1970,,,,M0,13.5,-9.1,-1.2,9.9,9.532634434
723,46853,1,25 Theta Ursae Majoris,34738,25 Theta Ursae Majoris,Gl 354,BD+52°1401,82328,3775,,F6IV,13.5,-9.1,2.4,9.6,2.520555777
724,83762,,Gl 655,60257,,Gl 655,,,,,M3,13.5,8.4,7.7,7.2,10.95439723
725,111960,1,Gl 868,81313,,Gl 868,,214749,,,K4/K5V,13.5,6.1,2.2,-11.9,7.161752498
726,0,,GJ 1194,86878,,GJ 1194,,,-,,m,13.6,2.8,7.8,10.8,11.80551987
727,0,,GJ 1194 B,86879,,GJ 1194 B,,,-,,m,13.6,2.8,7.8,10.8,13.12551987
728,0,,NN 4006,86999,,NN 4006,,,-,,,13.6,11.6,5.3,4.6,10.23733744
729,0,,Gl 853 B,87344,,Gl 853 B,,,-,,,13.6,7.9,-3,-10.6,9.230550199
730,28368,,NN 3371,20261,,NN 3371,,,,,M1,13.6,-11.8,5.5,3.9,9.583798917
731,60910,1,Gl 469,44767,,Gl 469,,,,,M:,13.6,1.2,-4.3,12.8,11.39939892
732,87938,1,NN 4040,63340,,NN 4040,,,,,M:,13.6,3.4,11.5,6.4,11.12881012
733,110109,1,Gl 853,80059,,Gl 853,,211415,8501,,G1V,13.6,7.9,-3,-10.6,4.720550199
734,0,,GJ 1035,85868,,GJ 1035,,,-,,m,13.7,-7.1,10.6,5,14.09255541
735,0,,NN 3326,86165,,NN 3326,,,-,,m,13.7,-12.8,-2.2,-4.2,13.0666143
736,0,,NN 3520,86399,,NN 3520,,,-,,m,13.7,-8.7,7.1,7.9,13.6306569
737,0,,Gl 333,86411,,Gl 333,,,-,,M3,13.7,-0.5,-13.7,-0.2,11.5006569
738,0,,Gl 398,86525,,Gl 398,,,-,,dM4 e,13.7,-4.2,-7.6,10.6,11.9166143
739,0,,Gl 528 B,86767,,Gl 528 B,,,-,,dK6,13.7,2.5,1.8,13.3,7.354038145
740,0,,Gl 771 B,87166,,Gl 771 B,,,-,,M3,13.7,9.3,9.7,-2.6,10.71512648
741,544,,Gl 5,397,,Gl 5,,166,8,,K0V,13.7,-4.2,10.7,-7.4,5.456019295
742,15638,1,Gl 133,10991,,Gl 133,,,,,M2:,13.7,-8.2,10,4.5,10.5106569
743,16852,1,10 Tauri,11815,10 Tauri,Gl 147,BD-00°572,22484,1101,,F9V,13.7,-10.2,-0.9,-9.1,3.593339751
744,19337,1,Hip 19337,13541,,,,281621,,,M1,13.7,-12.8,3.8,-3.2,9.496911742
745,27188,1,BD+62°780,19368,,Gl 215,BD+62°780,,,,M0,13.7,-11.4,6.4,3.9,8.337803823
746,48336,,Gl 369,35849,,Gl 369,,,,,M0,13.7,-4.2,-10.9,7.1,9.359586885
747,50341,1,Gl 386,37314,,Gl 386,,,,,M0,13.7,-3.1,-10.7,8,10.2903586
748,67422,1,BD+27°2296,49116,,Gl 528,BD+27°2296,120476,,,K2,13.7,2.5,1.8,13.3,6.934038145
749,79537,,Gl 615,57252,,Gl 615,,145417,,,K0V,13.7,11.6,-7.4,-1.1,6.839164988
750,83990,,Gl 656,60427,,Gl 656,,154577,,,K0V,13.7,11.6,-6.7,-2.9,6.728695537
751,98036,,60 Beta Aquilae,70987,60 Beta Aquilae,Gl 771,,188512,7602,,G8IVvar,13.7,9.3,9.7,-2.6,3.035126481
752,103441,1,Gl 813,75094,,Gl 813,,,,,M3,13.7,4.9,12.3,-3.5,11.33374168
753,0,,Gl 162,86092,,Gl 162,,,-,,M1,13.8,-12.8,3.8,-3.2,9.487672054
754,0,,NN 3779,86724,,NN 3779,,,-,,M3.5,13.8,1.8,0.4,13.7,12.23169003
755,0,,Gl 516 B,86737,,Gl 516 B,,,-,,dM3.5e,13.8,3.3,-0.7,13.4,11.60647697
756,0,,GJ 1270,87363,,GJ 1270,,,-,,m,13.8,-1.5,13.3,-3.3,12.54569149
757,0,,Gl 895.2,87423,,Gl 895.2,,,-,,DAV4,13.8,0.3,8.5,-10.8,12.34767205
758,66077,,Gl 516,48187,,Gl 516,,,,,M4Ve,13.8,3.3,-0.7,13.3,11.31647697
759,103800,1,Gl 816,75351,,Gl 816,,,,,M3,13.8,8.6,8,-7.3,10.52779286
760,116727,,35 Gamma Cephei,84631,35 Gamma Cephei,Gl 903,,222404,8974,,K1IV,13.8,-6.4,11.6,3.6,2.511690033
761,116771,,17 Iota Piscium,84662,17 Iota Piscium,Gl 904,,222368,8969,,F7V,13.8,-0.4,8.3,-11,3.431989526
762,0,,NN 3053,85819,,NN 3053,,,-,,m,13.9,-1.2,2.6,-13.6,13.48666248
763,0,,NN 3336,86175,,NN 3336,,,-,,M2,13.9,-13,4.8,1.3,10.67666248
764,0,,Gl 394,86516,,Gl 394,,237903,-,,K7 Ve,13.9,-7.7,3.7,10.9,7.979676324
765,0,,NN 3637,86555,,NN 3637,,,-,,m,13.9,-2.7,-7.7,11.3,13.35364445
766,0,,Gl 524,86756,,Gl 524,,,-,,k,13.9,9,-10.4,1.9,11.79268599
767,0,,GJ 1182,86794,,GJ 1182,,,-,,m,13.9,6.8,-1.4,12,13.58062222
768,0,,NN 3898,86857,,NN 3898,,,-,,m,13.9,1.9,7.4,11.6,12.63666248
769,0,,NN 4055,87062,,NN 4055,,,-,,M3,13.9,7.4,10.9,4.3,11.77666248
770,0,,NN 4056,87063,,NN 4056,,,-,,g,13.9,11.8,7.2,1.7,11.12666248
771,0,,NN 4169,87228,,NN 4169,,,-,,m,13.9,6.9,10.9,-5,13.26268599
772,0,,Gl 836,87279,,Gl 836,,,-,,M3.5,13.9,8.6,4.1,-10.2,12.70759578
773,0,,NN 4279,87359,,NN 4279,,,-,,dM3 :,13.9,3.3,9.9,-9.2,12.50666248
774,0,,GJ 1292,87468,,GJ 1292,,,-,,k-m,13.9,-3.2,10.5,-8.5,11.00967632
775,42220,,Gl 310,31108,,Gl 310,,,,,M2,13.9,-9.7,6.1,8,8.585455773
776,52596,1,Hip 52596,38998,,,,,,,,13.9,0.7,-12.6,5.8,10.51238521
777,78353,1,BD-07°4156,56421,,Gl 606,BD-07°4156,,,,M0,13.9,11.8,0.4,7.4,9.781831618
778,93206,1,Gl 739,67285,,Gl 739,,,,,M4,13.9,12.7,-2.6,-5,10.43877261
779,109638,1,Wo 9773,79701,,Wo 9773,,,,,M3,13.9,3.7,10.4,-8.5,11.28575751
780,116215,,Gl 898,84288,,Gl 898,,221503,,,K5/M0V,13.9,2.6,4.2,-13,7.877595778
781,0,,GJ 1072,86155,,GJ 1072,,,-,,m,14,-13.6,0.3,-3.4,14.47849106
782,10812,,GJ 1046,7542,,GJ 1046,,,,,,14,-2,-4.6,-13.1,10.89335166
783,12097,1,Gl 104,8462,,Gl 104,,,,,M2,14,-10.1,5,-8.3,9.934565112
784,12843,,1 Tau 1 Eridani,8999,1 Tau 1 Eridani,Gl 111,,17206,818,,F5/F6V,14,-6,-2.3,-12.4,3.733351659
785,23518,,Gl 184,16627,,Gl 184,,,,,M0,14,-12.7,5.8,1.7,9.196969887
786,56157,,Hip 56157,41503,,,,,,,,14,0.2,-9,10.6,11.25577789
787,67691,1,BD+50°2030,49291,,Gl 532,BD+50°2030,234078,,,K5,14,-1.1,6,12.6,8.16818691
788,79672,1,18 Scorpii,57349,18 Scorpii,Gl 616,BD-07°4242,146233,6060,,G1V,14,12.2,1,6.8,4.755447649
789,112774,1,BD-07°5871,81882,,Gl 875,BD-07°5871,216133,,,K5,14,3.7,7.1,-11.5,9.119403251
790,116317,,Gl 899,84360,,Gl 899,,,,,M3,14,0.6,7.6,-11.7,10.44335166
791,0,,NN 3061 B,85828,,NN 3061 B,,,-,,m,14.1,-6,9.3,-8.7,12.55629174
792,0,,Gl 127 B,86014,,Gl 127 B,,,-,,G7 V,14.1,-5.2,-5.1,-12.1,5.95200574
793,0,,NN 3490 B,86356,,NN 3490 B,,,-,,,14.1,-3.9,-13.5,-0.1,10.25629174
794,0,,Gl 400 B,86532,,Gl 400 B,,,-,,,14.1,-6.8,-0.2,12.4,11.45231216
795,0,,NN 3861,86822,,NN 3861,,,-,,m,14.1,-1.4,8.2,11.4,10.99629174
796,0,,Gl 684 B,87010,,Gl 684 B,,,-,,K3 V,14.1,-0.2,11.9,7.6,7.315679975
797,0,,GJ 1220,87015,,GJ 1220,,,-,,m,14.1,-5.1,11.2,7,13.43323118
798,0,,NN 4038,87038,,NN 4038,,,-,,m,14.1,10,8.8,4.6,11.46629174
799,0,,NN 4073,87086,,NN 4073,,,-,,m,14.1,4.6,12.6,4.5,17.48016629
800,0,,NN 4288,87372,,NN 4288,,,-,,m,14.1,6.4,2.4,-12.3,10.17629174
801,0,,NN 4289 B,87373,,NN 4289 B,,,-,,m,14.1,6.4,2.4,-12.3,11.89629174
802,0,,Gl 878,87394,,Gl 878,,,-,,M3,14.1,-4.6,13.3,0.3,12.01629174
803,4148,1,Gl 42,2892,,Gl 42,,5133,,,K2V,14.1,0.4,-0.7,-14.1,6.426597563
804,14879,,Alpha Fornacis,10440,Alpha Fornacis,Gl 127,,20010,963,,F8V,14.1,-5.2,-5.1,-12.1,3.20200574
805,17420,,Hip 17420,12191,,,,23356,,,K2V,14.1,-7.8,-4.7,-10.7,6.361484829
806,38082,,Gl 289,27899,,Gl 289,,,,,M2,14.1,-12.4,-4.6,5.1,10.70832528
807,52600,1,BD+39°2376,39002,,Gl 400,BD+39°2376,,,,M2,14.1,-6.8,-0.2,12.4,8.552312164
808,53721,,47 Ursae Majoris,39788,47 Ursae Majoris,Gl 407,,95128,4277,,G0V,14.1,-6.3,0.5,12.6,4.307514764
809,86036,,26 Draconis,61931,26 Draconis,Gl 684,,160269,6573,,G0V,14.1,-0.2,11.9,7.6,4.595679975
810,86087,1,Gl 685,61966,,Gl 685,,,,,M1,14.1,-0.2,11.9,7.6,9.224761999
811,92200,1,BD-03°4380,66512,,Gl 726,BD-03°4380,173818,,,K5,14.1,12.3,6.9,-0.2,8.060166288
812,0,,Gl 282 B,86316,,Gl 282 B,,,-,,K5,14.2,-10.5,-9.3,2.3,8.179096736
813,0,,NN 3655,86580,,NN 3655,,,-,,M8,14.2,0.3,-10.2,9.9,18.80168556
814,0,,NN 3693,86617,,NN 3693,,,-,,M6 :,14.2,-0.4,-5.8,12.9,17.13402351
815,0,,Gl 512 B,86729,,Gl 512 B,,,-,,M4,14.2,5.6,-4.5,12.2,12.93463857
816,0,,Gl 589,86872,,Gl 589,,,-,,M4.5:,14.2,7.9,4.2,11.1,11.64168556
817,0,,Gl 589 B,86873,,Gl 589 B,,,-,,M6,14.2,7.9,4.2,11.1,14.22168556
818,13375,,Gl 116,9374,,Gl 116,,,,,K6:,14.2,-11.4,6.7,-5.4,8.781376212
819,37349,,Gl 282,27327,,Gl 282,,61606,,,K2V,14.2,-10.5,-9.3,2.2,6.439096736
820,47741,1,NN 3564,35401,,NN 3564,,,,,M:,14.2,-8.7,-3.5,10.6,11.29371591
821,65714,1,Gl 512,47932,,Gl 512,,,,,M4+...,14.2,5.6,-4.5,12.2,10.56463857
822,67487,,Gl 529,49162,,Gl 529,,120467,,,K4/K5V,14.2,8.5,-7.1,8.9,7.410637553
823,97944,,Gl 770,70914,,Gl 770,,188088,7578,,K3/K4V,14.2,12.4,3.8,-5.8,5.40601182
824,103910,,Wo 9716,75439,,Wo 9716,,,,,M4,14.2,10.2,-3.7,-9.2,12.09125357
825,112909,,Gl 875.1,81972,,Gl 875.1,,,,,M3.5Ve,14.2,-1.2,12.9,-5.9,10.86477663
826,0,,NN 3136,85928,,NN 3136,,,-,,M5 :,14.3,-10,9.8,-2.8,11.6954902
827,0,,NN 3211,86022,,NN 3211,,,-,,,14.3,-9.9,0,-10.2,10.12859009
828,0,,NN 3237,86052,,NN 3237,,,-,,dM5 :,14.3,-11,-0.4,-9.1,13.0854902
829,0,,Gl 168.1,86108,,Gl 168.1,,,-,,,14.3,-13.3,0.9,-5.1,14.26859009
830,0,,NN 3467,86334,,NN 3467,,,-,,m,14.3,-11.3,-7.6,4.4,12.9954902
831,0,,NN 3729,86657,,NN 3729,,,-,,m,14.3,-2.8,2.5,13.8,12.1254902
832,0,,42 Alpha Comae Berenices,86708,42 Alpha Comae Berenices,Gl 501 B,,114379,4969,,F5 V,14.3,2.2,-1.4,14.1,4.38958819
833,0,,NN 3943,86913,,NN 3943,,,-,,k-m,14.3,10.4,-9.2,-3.4,12.9754902
834,0,,NN 4060,87069,,NN 4060,,,-,,K7,14.3,11.7,-6.1,-5.4,8.7454902
835,10617,1,NN 3148,7393,,NN 3148,,,,,,14.3,-3,-3.5,-13.5,11.2304479
836,25220,1,BD+17°917,17858,,Gl 201,BD+17°917,35171,,,K2,14.3,-14,-1.8,-2.6,7.16803236
837,36985,1,BD-02°2198,27035,,,BD-02°2198,,,,,14.3,-10.7,-9.3,2.1,9.090832052
838,42438,,3 Pi 1 Ursae Majoris,31284,3 Pi 1 Ursae Majoris,Gl 311,,72905,3391,,G1.5Vb,14.3,-10.1,5.7,8.3,4.867660587
839,61901,1,BD+16°2404,45425,,Gl 481,BD+16°2404,110315,,,K2,14.3,1.1,-2.8,14,7.18362814
840,64241,,42 Alpha Comae Berenices,46932,42 Alpha Comae Berenices,Gl 501,,114378,4968,,F5V,14.3,2.2,-1.4,14.1,4.19958819
841,70475,,NN 3846,51141,,NN 3846,,,,,M:,14.3,6.9,-0.3,12.6,11.47709833
842,70865,,Gl 552,51403,,Gl 552,,,,,M3,14.3,6,1.2,12.9,9.907350665
843,86032,,Rasalhague,61929,55 Alpha Ophiuchi,Gl 681,,159561,6556,Rasalhague,A5III,14.3,10.7,7.8,5.5,1.300521153
844,102422,,3 Eta Cephei,74331,3 Eta Cephei,Gl 807,,198149,7957,,K0IV,14.3,-1.9,13.9,2.9,2.647098326
845,104644,1,Wo 9724,75998,,Wo 9724,,,,,M1:,14.3,10.4,-0.5,-9.8,11.22803236
846,0,,Gl 363,86465,,Gl 363,,,-,,M3.5,14.4,-9.4,3.6,10.3,11.70366617
847,0,,Gl 611 B,86908,,Gl 611 B,,,-,,m,14.4,4.4,8.5,10.7,13.44335817
848,0,,Gl 794,87203,,Gl 794,,,-,,DA3,14.4,5.5,13.1,-2.3,10.72679735
849,35353,1,NN 3438,25786,,NN 3438,,,,,M1,14.4,-13.4,0.3,5.3,9.530844246
850,70218,1,BD+30°2512,50983,,Gl 546,BD+30°2512,,,,K5V,14.4,3.5,3.5,13.5,7.757735826
851,78775,,Gl 611,56718,,Gl 611,,144579,,,G8V,14.4,4.4,8.5,10.7,5.873358169
852,79190,1,Gl 613,57009,,Gl 613,,144628,,,K3V,14.4,12.1,-7.6,-0.9,6.324917351
853,81935,,Hip 81935,58919,,,,150689,,,K2V,14.4,13.8,-3.8,1.1,6.732422122
854,84862,,72 Herculis,61059,72 Herculis,Gl 672,,157214,6458,,G0V,14.4,6.8,10.1,7.7,4.599299049
855,0,,NN 3093,85877,,NN 3093,,,-,,m,14.5,-5.3,4.5,-12.7,13.17053047
856,0,,NN 3094 B,85878,,NN 3094 B,,,-,,m,14.5,-5.3,4.5,-12.7,14.20053047
857,0,,NN 3614,86527,,NN 3614,,,-,,DQP9,14.5,-0.9,-12.2,7.8,15.65424545
858,0,,GJ 1157,86651,,GJ 1157,,,-,,k,14.5,6.5,-12.3,4,12.81424545
859,0,,GJ 1171,86733,,GJ 1171,,,-,,,14.5,3,-0.3,14.2,13.92739024
860,0,,GJ 1177 B,86759,,GJ 1177 B,,,-,,,14.5,9.2,-8.7,7,8.314245454
861,0,,NN 3866,86828,,NN 3866,,,-,,DC9,14.5,10.7,-4.3,8.7,15.67424545
862,0,,NN 3893,86853,,NN 3893,,,-,,m,14.5,7,3.5,12.2,12.54424545
863,0,,Gl 630.1,86941,,Gl 630.1,,,-,,dM4 e,14.5,0.7,10.9,9.5,12.09424545
864,0,,Gl 630.1B,86942,,Gl 630.1B,,,-,,DQ8,14.5,0.7,10.9,9.5,14.19424545
865,0,,NN 3997,86984,,NN 3997,,,-,,M2,14.5,9.6,8.2,7.1,9.554245454
866,0,,NN 4026,87024,,NN 4026,,,-,,m,14.5,8.6,9.9,6,11.87053047
867,0,,Gl 712,87059,,Gl 712,,,-,,M3,14.5,11.7,8.2,2.4,11.77739024
868,0,,Gl 714,87067,,Gl 714,,,-,,M1,14.5,12.5,-5.3,-5,9.050530472
869,44722,1,BD-08°2582,33075,,Gl 334,BD-08°2582,,,,M0,14.5,-6.9,-11.2,6.1,8.699835092
870,66675,,Gl 521.1,48604,,Gl 521.1,,118926,,,M0V,14.5,6.6,-4.6,12.1,8.777942191
871,74190,1,NN 3892,53636,,NN 3892,,,,,M:,14.5,9.5,0.5,11,10.65393072
872,96285,1,BD+04°4157,69638,,Gl 763,BD+04°4157,184489,,,K5,14.5,10.7,9.6,-1.9,8.557075963
873,0,,Gl 326,86396,,Gl 326,,,-,,M6 J,14.6,-6.8,-11.9,4.9,11.70478369
874,0,,Gl 326 B,86397,,Gl 326 B,,,-,,,14.6,-6.8,-11.9,4.9,11.98478369
